,date,title,source,link
270,7/31/2020,Varcoe: Province unveils new plan to tackle old wells and environmental liabilities,Edmonton_Journal,na
271,7/31/2020,Canadian dollar stays on track for best win streak in 6 years as it gains in July,Globe,na
272,7/31/2020,Investir notre épargne en accord avec l’urgence climatique - La Presse Opinion,CD_Howe,https://www.cdhowe.org/expert-op-eds/investir-notre-%C3%A9pargne-en-accord-avec-l%E2%80%99urgence-climatique-la-presse-opinion
273,7/31/2020,"U.S. lawmakers appear ready to rein in Amazon, Google, Apple and Facebook",Globe,na
274,7/31/2020,Ontario real estate investors allege developers diverted millions for personal use,Globe,na
275,7/31/2020,TC Energy gets approval to move 30% more oil through Keystone XL amid pipeline challenges,Edmonton_Journal,na
276,7/31/2020,It’s getting less lonely at the top: The sea change happening in the C-suite ,Globe,na
277,7/31/2020,Varcoe: A sliver of good news in a stormy period — more pipeline capacity on Keystone,Edmonton_Journal,na
278,7/31/2020,"Kronick, Ambler, Robson – Welcome Clarity about Monetary Policy in Pandemic Times",CD_Howe,https://www.cdhowe.org/intelligence-memos/kronick-ambler-robson-%E2%80%93-welcome-clarity-about-monetary-policy-pandemic-times
279,7/31/2020,Air Canada flags lower cash burn as a positive after second-straight quarterly loss,National_Post,https://financialpost.com
280,7/31/2020,Recovery requires speedy foreign investment review - Financial Post Op-Ed,CD_Howe,https://www.cdhowe.org/expert-op-eds/recovery-requires-speedy-foreign-investment-review-financial-post-op-ed
281,7/31/2020,"At midday: TSX falls on dismal second-quarter GDP estimate, poor earnings",Globe,na
282,7/31/2020,Supplier fears intensify as major grocer group demands match of any discount given to Walmart,National_Post,https://financialpost.com
283,7/31/2020,"Australia to force Facebook, Google to pay for news",Globe,na
284,7/31/2020,"GM partners with EVgo to add 2,700 new fast chargers in U.S.",Globe,na
285,7/31/2020,U.S. consumer spending rises for second straight month in June,Globe,na
286,7/31/2020,How public libraries play a vital role in restoring the economy,Globe,na
287,7/31/2020,Canada's tax regime is overdue for a reset — and now it might actually happen,National_Post,https://financialpost.com/news/economy/canadas-tax-regime-is-overdue-for-a-reset-and-now-it-might-actually-happen/wcm/90de2951-38d0-417b-adb8-417e63dc3337/
288,7/31/2020,Yamana says Canadian Malartic gold mine exceeded post-coronavirus production targets,Globe,na
289,7/31/2020,Other grocers follow Walmart’s lead signalling they may ask for new fees from suppliers,Globe,na
290,7/31/2020,SNC-Lavalin restructuring resources business to return to profitability in 2021,Globe,na
291,7/31/2020,"When I look in the mirror, I see George Floyd – and so do others",Globe,na
292,7/31/2020,"Private equity deals plunge in second quarter as pandemic casts chill among buyers, sellers ",Globe,na
293,7/31/2020,Six things to think about as a result of pandemic management,Globe,na
294,7/31/2020,Long road to economic recovery begins in May,CboC,https://www.conferenceboard.ca/press/newsrelease/2020/07/31/long-road-to-economic-recovery-begins-in-may
295,7/31/2020,Telus reports 39% drop in profit last quarter as store closures and reduced roaming hit the bottom line,Globe,na
296,7/31/2020,What role does the Housing Market play in Sustaining Canada’s Financial Stability?,CD_Howe,https://www.cdhowe.org/essential-public-policy-events/what-role-does-housing-market-play-sustaining-canada%E2%80%99s-financial-stability
297,7/31/2020,Ottawa extends small business rent-relief program through August ,Globe,na
298,7/31/2020,"After a COVID-19 layoff, can this food science grad find an R&D job?",Globe,na
299,7/31/2020,Canadian GDP likely fell by record 12% in second quarter due to COVID-19,Globe,na
300,7/31/2020,"With deep pockets and long time horizons, China targets struggling Canadian gold companies",Globe,na
301,7/31/2020, Robert Siddall – Accounting Standards Need to Keep Pace with the Evolution of Public Sector Pension Plans,CD_Howe,https://www.cdhowe.org/intelligence-memos/robert-siddall-%E2%80%93-accounting-standards-need-keep-pace-evolution-public-sector
302,7/31/2020,"Canadians want advertisers to thank front-line workers, new poll suggests ",Globe,na
303,7/31/2020,"Legal fees can be a burden, but they're only tax deductible in certain circumstances",National_Post,https://financialpost.com/personal-finance/taxes/legal-fees-can-be-a-burden-but-theyre-only-tax-deductible-in-certain-circumstances/wcm/9b4d78c3-d7e7-48a9-bda1-578c56aa25e8/
304,7/31/2020,Report on Small Business Newsletter: Ottawa extends small-business rent-relief program for another month,Globe,na
305,7/31/2020,U.S. coronavirus response poses risk to global economic recovery,Globe,na
306,7/31/2020,Rent relief program has been a bust for many small businesses slammed by COVID,Edmonton_Journal,na
307,7/31/2020,Laura’s Shoppe obtains creditor protection as Canadian retailers struggle with the pandemic,Globe,na
308,7/31/2020,"BC Hydro says Site C dam project now faces delays, rising costs due to COVID-19 pandemic",Globe,na
309,7/31/2020,Growing Canada’s liquefied natural gas industry will create jobs and boost economy for decades,CboC,https://www.conferenceboard.ca/press/newsrelease/2020/07/27/growing-canada-s-liquefied-natural-gas-industry-will-create-jobs-and-boost-economy-for-decades
310,7/31/2020,"Exxon, Chevron Earnings Gutted by Virus-Driven Demand Slump",Calgary_Herald,na
311,7/31/2020,Shaw Communications launches Shaw Mobile wireless service,Calgary_Herald,na
312,7/31/2020,Thyssenkrupp closes $20.4-billion sale of elevator business,Globe,na
313,7/31/2020,European airline and airport executives press Canada for safe ‘restoration of travel’ ,Globe,na
314,7/31/2020,Commuting pension could buy this Ontario woman more flexibility in retirement,National_Post,https://financialpost.com
315,7/31/2020,Streetwise newsletter: Canada’s insurers set for double-digit profit drops amid COVID-19,Globe,na
316,7/31/2020,Telus reports 3.6% revenue increase as COVID-19 batters telecoms,National_Post,https://financialpost.com
317,7/31/2020,Urgent vs. important: How to fight your urgency bias when completing tasks,Globe,na
318,7/31/2020,Mastercard beats profit estimates as lower costs cushion blow to consumer spending,Globe,na
319,7/31/2020,"Shaw Communications launches Shaw Mobile, brand-new wireless service",Edmonton_Journal,na
320,7/31/2020,Exxon posts second-straight loss on plunging oil demand and prices,Globe,na
321,7/31/2020,"Canada’s GDP jumped 4.5 per cent in May, but likely fell 12 per cent in second quarter due to COVID-19",Globe,na
322,7/29/2020,PayPal profit jumps 86% on pandemic-driven online spending shift,Globe,
323,7/29/2020,Henry’s gets court approval to restructure family owned camera retail chain,Globe,
324,7/29/2020,Spotify misses revenue expectations as coronavirus deters advertisers,Globe,
325,7/29/2020,Shopify’s revenue doubles as COVID-19 sparks boom in online retail,Globe,
326,7/29/2020,Federal Reserve’s Powell says coronavirus surge starting to weigh on economic recovery,Globe,
327,7/29/2020,"U.S. housing market pushes ahead, trade flows improve",Globe,
328,7/29/2020,Equitable Bank says mortgage deferrals have plummeted from their peak,National_Post,
329,7/29/2020,Privacy officials say LifeLabs has asked court to limit their breach report ,Globe,
330,7/29/2020,Former WE Charity board chair says she had little insight into finances,Globe,
331,7/29/2020,Most TD staff to work from home until the end of 2020 and possibly into 2021,National_Post,
332,7/29/2020,London expects only half of bankers back at their desks this year,Globe,
333,7/29/2020,Want a more diverse work force? Move beyond inclusion to belonging,Globe,
334,7/29/2020,GM says it should be able to pay off $16-billion loan by end of 2020 if U.S. recovery continues,Globe,
335,7/29/2020,Office politics: Why worthy adversaries are as valuable as friends,Globe,
336,7/29/2020,Canadian dollar gains as investors sell greenbacks on ‘downbeat’ Fed,Globe,
337,7/29/2020,Is this the end game for oil?,Globe,
338,7/29/2020,"Why gold is rallying. Plus, bargain dividend stocks and tools for timing the market",Globe,
339,7/29/2020,"Jeff Bezos, Mark Zuckerberg and Elon Musk have made $115 billion this year",National_Post,
340,7/29/2020,"Total takes $7-billion writedown on oilsands projects, labels Fort Hills, Surmont as 'stranded' assets",National_Post,
341,7/29/2020,Bird Construction acquiring Stuart Olson in $96.5-million deal,Globe,
342,7/29/2020,Big Tech can’t keep rising when the economy is sinking ,Globe,
343,7/29/2020,U.S. crude stocks see steepest weekly draw of 2020 as imports decrease,Globe,
344,7/29/2020,EU watchdog tells banks to prepare for full Brexit,Globe,
345,7/29/2020,Gwyn Morgan: Ill-conceived WE program wasn't even needed in the first place,National_Post,
346,7/29/2020,Boeing to cut 787 and 777 production as coronavirus hammers sales,Globe,
347,7/29/2020,"France’s Total writes down $8-billion on weaker oil, gas outlook",Globe,
348,7/29/2020,What record high gold prices mean for mining companies in Canada — podcast,National_Post,
349,7/29/2020,Calgary-based Swimco in creditor protection as COVID-19's economic toll continues,Calgary_Herald,
350,7/29/2020,Rare pause in tech appetite suggests some indigestion,Globe,
351,7/29/2020,Walmart to impose new fees on suppliers to offset $3.5-billion investment in Canada,Globe,
352,7/29/2020,‘There is no going back’: Federal review panel calls on Canada to endorse open banking,Globe,
353,7/29/2020,'Painful' process: RioCan CEO critical of Ottawa's rent assistance program as retail landlord suffers $350M loss,National_Post,
354,7/29/2020,Fed holds zero rates as Powell warns virus spike hitting economy,National_Post,
355,7/29/2020,Ottawa announces cellphone tracker to see if companies are cutting prices,Globe,
356,7/29/2020,Cannabis-producer Aphria shares plunge on larger-than-expected loss,Globe,
357,7/29/2020,WTO set to skip naming acting director-general after U.S. push caused deadlock,Globe,
358,7/29/2020,Oil lobby group wants changes to federal support programs ,Globe,
359,7/29/2020,"Class of 2020 could lose $25,000 in potential earnings owing to COVID-19, study finds",Globe,
360,7/29/2020,Sun Life invests in booming telehealth provider Dialogue,Globe,
361,7/29/2020,North Dakota pipeline doubts put Bakken shale field reboot on hold,Globe,
362,7/29/2020,Here’s a way Canadians with RRSP savings can get the most out of their CPP benefits,Globe,
363,7/29/2020,The close: TSX jumps as Shopify surges, Wall Street adds to gains after Fed vows more support,Globe
364,7/29/2020,Moderna plans to price COVID-19 vaccine to ensure broad access,Globe,
365,7/29/2020,RioCan posts net loss of $350.8-million as tenants defer rent due to COVID-19,Globe,
366,7/29/2020,"Enbridge beats profit estimates, sees improving Mainline throughput",Calgary_Herald,
367,7/29/2020,"Gold is surging, but silver could go ‘parabolic’ as precious metal ratio narrows",National_Post,
368,7/29/2020,Varcoe: Deutsche Bank move to stop oilsands financing sparks pushback in Alberta,Calgary_Herald,
369,7/29/2020,"CEOs of Apple, Amazon, Google and Facebook getting heat from U.S. Congress on competition",Globe,
370,7/29/2020,Market movers: Stocks that saw action on Wednesday - and why,Globe,
371,7/29/2020,Jack M. Mintz: We don't need higher taxes to slay government debt,National_Post,
372,7/29/2020,"Qualcomm forecasts sales above estimates, resolves licensing dispute with Huawei",Globe,
373,7/29/2020,Canada risks trade spat with Japan over restrictions on log exports,Globe,
374,7/29/2020,TikTok CEO argues U.S. needs the Chinese app to spur social-media competition,Globe,
375,7/29/2020,Enbridge CEO doesn't see major problems dealing with potential Biden administration,National_Post,
376,7/29/2020,HSBC accused of co-operating with U.S. in arrest of Huawei’s Meng on Beijing-backed website,Globe,
377,7/29/2020,Rival bidder tries to halt court approval of Torstar takeover by Nordstar ,Globe,
378,7/28/2020,Could a federal recovery plan address both climate change and the ‘she-cession'?,Globe,
379,7/28/2020,"Once Canada’s oil relief valve, rail shipping grinds to near halt",Globe,
380,7/28/2020,Vacation properties see spike in demand as Canadians look for safe getaways,Globe,
381,7/28/2020,Visa beats estimates as quarterly profit falls 23%,Globe,
382,7/28/2020,Tired of working from home? Try a hotel room,Globe,
383,7/28/2020,British Airways faces strike threat over job cuts,Globe,
384,7/28/2020,Tiny Canadian miner answers Elon Musk's plea for sustainable nickel,National_Post,
385,7/28/2020,"Class of 2020 could lose thousands in potential earnings owing to COVID-19, study finds",Globe,
386,7/28/2020,Oil falls as U.S. fiscal package faces tough talks,Globe,
387,7/28/2020,When is my employer obligated to pay severance if I’m temporarily laid off?,Globe,
388,7/28/2020,Apply for a Postmedia Local Marketing Grant,Edmonton_Journal,
389,7/28/2020,New recovery package and strong pandemic response set EU apart from Donald Trump’s America,Globe,
390,7/28/2020,George Weston posts $255-million loss as coronavirus-related costs pile up,Globe,
391,7/28/2020,Vancouver COVID-19 therapy developer AbCellera eyeing potential IPO as early as fall,Globe,
392,7/28/2020,"Sexism, racism at heart of female roofer’s $100,000 victory in federal tax court",Globe,
393,7/28/2020,Canadian winemakers face devil’s choice as Australia claims victory in fracas over excise duty exemption,National_Post,
394,7/28/2020,RBC to raise $1.75-billion with new tax-efficient security ,Globe,
395,7/28/2020,Bank of Ireland fined €1.7-million over handling of online fraud case,Globe,
396,7/28/2020,"As gold hits all-time high, Canadian miners step back from its glare",Globe,
397,7/28/2020,"‘America First’ means America alone – and in a postpandemic world, that would be disastrous",Globe,
398,7/28/2020,Solar power with a difference as ITER nuclear fusion assembly starts,Calgary_Herald,
399,7/28/2020,"EBay beats second-quarter sales estimates, raises full-year outlook",Globe,
400,7/28/2020,Oreo-maker Mondelez raises dividend as North America cushions emerging markets blow,Globe,
401,7/28/2020,2020 vs. 2012 vs. 1984: Young adults have it harder than ever today,Globe,
402,7/28/2020,Seven ways to spot a terrible boss (before you take the job),Globe,
403,7/28/2020,You are being watched: Insurers are ramping up surveillance to stamp out disability benefits fraud,National_Post,
404,7/28/2020,Robust corporate bond market has little need of BoC support program,Globe,
405,7/28/2020,China and EU to speed up negotiation on investment agreement,Globe,
406,7/28/2020,Canadian dollar’s advance stalls as oil prices decline,Globe,
407,7/28/2020,Big Tech firms to testify Wednesday before U.S. Congress on antitrust,Globe,
408,7/28/2020,"Global passenger air traffic will not recover until 2024, a year later than expected, IATA says",Globe,
409,7/28/2020,U.S. senator introduces bill to curb Big Tech’s targeted ads,Globe,
410,7/28/2020,Left behind by the market rally? Banks top this list of 10 dividend stocks that could still be a bargain ,Globe,
411,7/28/2020,You call this an economic recovery?,Globe,
412,7/28/2020,The close: Resource stocks weigh on TSX,Globe,
413,7/28/2020,Royal Bank of Canada cuts ties with WE Charity,National_Post,
414,7/28/2020,"Virgin suspends WE Charity donations, Telus drops partnership, as sponsors review ties ",Globe,
415,7/28/2020,The Torstar sale will have a lasting impact on Canada,Globe,
416,7/28/2020,Scotiabank headquarters employees to work from home until 2021,National_Post,
417,7/28/2020,Edmonton’s first Black-owned market ready to open Sunday,Edmonton_Journal,
418,7/28/2020,'Diabolical': Suppliers ‘absolutely furious’ at Walmart Canada plan to recoup investment through new fees,National_Post,
419,7/28/2020,New university graduates face poor prospects in tough job market,Globe,
420,7/28/2020,Diversity experts urge financial firms to set specific staffing targets,Globe,
421,7/28/2020,CMHC eyeing 'new tools' as mortgage deferral cliff looms for borrowers,National_Post,
422,7/28/2020,Rite Aid facial-recognition rollout runs into trouble,Globe,
423,7/28/2020,How the pandemic could cost you some of your CPP retirement benefits,Globe,
424,7/28/2020,Spain unlocks first tranche of €8-billion from new credit lines for companies,Globe,
425,7/28/2020,"'The worst time to migrate': Bankers fleeing Hong Kong face grim job markets, high taxes in places like Canada",National_Post,
426,7/28/2020,Canada's largest life insurers face their worst profit pinch in years,National_Post,
427,7/28/2020,"Starbucks shares rise 3% as same-store sales beat on delivery, drive-thru boost",Globe,
428,7/28/2020,The fall of Canada’s razzle-dazzle paper. Can it find glory again?,Globe,
429,7/28/2020,Judge approves NordStar’s $60-million takeover of Torstar,Globe,
430,7/28/2020,Former CBS digital chief Jim Lanzone takes top job at Tinder,Globe,
431,7/28/2020,Transat A.T. Inc. delays closing $720-million takeover by Air Canada ,Globe,
432,7/28/2020,Rising COVID-19 cases dent U.S. consumer confidence, housing market presses ahead,Globe
433,7/28/2020,"Boosting marginalized groups key to ‘feminist economic recovery,’ report says",Globe,
434,7/28/2020,"After initial economic rebound, brace for a 'stall-out' phase that could last six to 18 months",National_Post,
435,7/28/2020,New condo sales in GTA in second quarter drop to lowest level since Great Recession ,Globe,
436,7/28/2020,HSBC aims to double number of senior Black staff by 2025: memo,Globe,
437,7/28/2020,Scotiabank allows most staff to work remotely until 2021 ,Globe,
438,7/28/2020,Tesla's Elon Musk is only weeks away from his next multibillion-dollar payout,National_Post,
439,7/28/2020,"Moving target: As Ontario eyes U.S. fund disclosure model, SEC considers looser standard",National_Post,
440,7/28/2020,Preparedness is the only cure for investor anxiety in these uncertain times,National_Post,
441,7/28/2020,Gucci owner Kering says outlook unclear as virus hammers sales,Globe,
442,7/28/2020,Oil sands production expected to rebound after COVID-linked 2020 slump,Globe,
443,7/28/2020,Royal Bank cuts ties with beleaguered WE Charity,Globe,
444,7/28/2020,WE Charity ex-chair says she resigned over lack of financial disclosure during mass layoffs,Globe,
445,7/28/2020,Facebook gets temporary reprieve from EU data requests in antitrust probe,Globe,
446,7/28/2020,Alberta powers up hydrogen sector with three small-scale projects as part of plan to reduce emissions,Edmonton_Journal,
447,7/28/2020,Five ways being a kind person can help your career,Globe,
448,7/28/2020,'A light at the end of the tunnel': Beef industry recovering from COVID-19 impact,Edmonton_Journal,
449,7/28/2020,Credit agency says Edmonton airport passenger levels will take four years to return to pre-COVID-19 levels,Edmonton_Journal,
450,2020-09-02,Ian Irvine – Tobacco Harm Reduction (Part One) – Guiding Principles,CD_Howe,https://www.cdhowe.org/intelligence-memos/ian-irvine-%E2%80%93-tobacco-harm-reduction-part-one-%E2%80%93-guiding-principles
451,2020-09-02,"Rogers expands 5G service to over 50 new markets in Ontario, Quebec, Western Canada",Globe,https://www.theglobeandmail.com/business/article-rogers-expands-5g-service-to-over-50-new-markets-in-ontario-quebec/
452,2020-09-02,Oil billionaires Wilks Brothers to launch hostile bid for Calfrac,Calgary_Herald,https://calgaryherald.com/category/business/
453,2020-09-02,We should stop regulating wholesale internet rates - Financial Post Op-Ed,CD_Howe,https://www.cdhowe.org/expert-op-eds/we-should-stop-regulating-wholesale-internet-rates-financial-post-op-ed
454,2020-09-02,Varcoe: Alberta burned for billions in energy investment gambles,Edmonton_Journal,https://edmontonjournal.com/opinion/columnists/varcoe-alberta-burned-for-billions-in-energy-investment-gambles/wcm/395b0807-169e-4f00-b27a-8ccf070aaf9a/wcm/6c3fcfd4-a552-4c31-8f1f-225106a89abe/
455,2020-09-02,"Terence Corcoran: You are not you, and other truths of the new world",National_Post,https://financialpost.com/opinion/terence-corcoran-you-are-not-you-and-other-truths-of-the-new-world/wcm/e8eb5c34-243c-4a82-b7e8-ccbcf5e8e37d/
456,2020-09-02,Conflicting data show this recession is anything but normal — podcast,National_Post,https://financialpost.com/news/economy/conflicting-data-show-this-recession-is-anything-but-normal-podcast/wcm/b60ca831-e004-46dc-a6d4-0b79bc2a4961/
457,2020-09-02,Switzerland raises the stakes for Credit Suisse in spy affair,Globe,https://www.theglobeandmail.com/business/international-business/european-business/article-switzerland-raises-the-stakes-for-credit-suisse-in-spy-affair/
458,2020-09-02,Germany’s financial regulator says worst of coronavirus crisis still to come,Globe,https://www.theglobeandmail.com/business/international-business/european-business/article-germanys-financial-regulator-says-worst-of-coronavirus-crisis-still/
459,2020-09-02,Macy’s shares rise 6% on smaller-than-expected quarterly loss,Globe,https://www.theglobeandmail.com/business/international-business/article-macys-shares-rise-6-on-smaller-than-expected-quarterly-loss/
460,2020-09-02,Shareholder Wilks Brothers to make hostile bid for Calfrac,Globe,https://www.theglobeandmail.com/business/article-wilks-bros-launch-hostile-takeover-bid-for-calfrac/
461,2020-09-02,Taking a pension’s commuted value can leave some Canadians wealthier,Globe,https://www.theglobeandmail.com/investing/globe-advisor/advisor-news/article-taking-a-pensions-commuted-value-can-leave-some-canadians-wealthier/
462,2020-09-02,"Cable giant Altice USA offers to buy Cogeco, sell Canadian assets to Rogers",National_Post,https://financialpost.com/telecom/u-s-cable-giant-altice-offers-to-buy-cogeco-and-sell-canadian-assets-to-rogers/wcm/811f6a38-5a0f-4e16-a0aa-260f55912f71/
463,2020-09-02,Canadian payment firm Nuvei files for IPO in surging tech market,National_Post,https://financialpost.com
464,2020-09-02,Dollarama beats expectations as more shoppers turn thrifty,National_Post,https://financialpost.com
465,2020-09-02,Shopify to vacate its Ottawa headquarters in virtual office push,National_Post,https://financialpost.com
466,2020-09-02,COVID-19 is setting Canadian women in finance back by decades,National_Post,https://financialpost.com
467,2020-09-02,Canadian oil rises as diluent pipeline outage shuts Imperial’s Kearl oilsands site,National_Post,https://financialpost.com
468,2020-09-02,Posthaste: We are enjoying working from home — but our stress levels are rising as we are 'always on',National_Post,https://financialpost.com
469,2020-09-02,Millennials will pay the price for their parents’ luck and self-indulgence,National_Post,https://financialpost.com
470,2020-09-02,Uber rides plunge but food-delivery doubles,Globe,https://www.theglobeandmail.com/business/video-uber-rides-plunge-but-food-delivery-doubles/
471,2020-09-02,Payment tech firm Nuvei files for IPO in surging market ,Globe,https://www.theglobeandmail.com/business/article-montreal-payment-processing-company-nuvei-unveils-plans-to-go-public/
472,2020-09-02,Imperial shuts Kearl oil sands operations after pipeline outage,Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-imperial-shuts-kearl-oil-sands-operations-after-pipeline-outage/
473,2020-09-02,Toronto quantum computer startup Xanadu eyes $100-million funding after launching online service ,Globe,https://www.theglobeandmail.com/business/article-toronto-quantum-computer-startup-xanadu-eyes-100-million-funding/
474,2020-09-02,German antitrust chief says closely watching Apple-Epic Games legal row ,Globe,https://www.theglobeandmail.com/business/international-business/us-business/article-german-antitrust-chief-says-closely-watching-apple-epic-games-legal/
475,2020-09-02,"Oil drops 1.5%, reversing course as U.S. gasoline demand slumps",Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-oil-rises-towards-46-on-us-inventory-drop-economy-hopes/
476,2020-09-02,Russia raises oil output in August as global curbs ease,Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-russia-raises-oil-output-in-august-as-global-curbs-ease/
477,2020-09-01,"Walmart unveils membership service in U.S. with free delivery, no lines",National_Post,https://financialpost.com
478,2020-09-01,"Canadian economy's comeback may fizzle out this fall, Manulife's Frances Donald warns",Calgary_Herald,https://calgaryherald.com/category/business/
479,2020-09-01,Crescent Point raises production guidance as shut-in production restarts,Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-crescent-point-raises-production-guidance-as-shut-in-production/
480,2020-09-01,Oil prices lifted by weaker dollar and soaring equities,Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-oil-prices-lifted-by-weaker-dollar-and-soaring-equities/
481,2020-09-01,The dividend hikes keep coming and I just bought shares in two companies for my Yield Hog portfolio,Globe,https://www.theglobeandmail.com/investing/education/article-even-in-a-pandemic-the-dividend-growth-continues/
482,2020-09-01,Parliament failing to oversee Canada’s military,Hilltimes,https://www.hilltimes.com/2020/08/31/parliament-failing-to-oversee-canadas-military/261519
483,2020-09-01,Apple preparing 75 million 5G iPhones for later this year: report,Globe,https://www.theglobeandmail.com/business/international-business/us-business/article-apple-preparing-75-million-5g-iphones-for-later-this-year-report/
484,2020-09-01,Erdoğan at bay,Hilltimes,https://www.hilltimes.com/2020/08/31/erdogan-at-bay/261912
485,2020-09-01,Rogers says 5G network will expand to more than 60 cities and towns this year,Calgary_Herald,https://calgaryherald.com/category/business/
486,2020-09-01,Walmart launches its answer to Amazon Prime,Globe,https://www.theglobeandmail.com/business/international-business/us-business/article-15-years-later-walmart-launches-its-answer-to-amazon-prime/
487,2020-09-01,"Ottawa’s spin cycle aside, Canada earns its infamy as a haven for money launderers",Globe,https://www.theglobeandmail.com/business/commentary/article-ottawas-spin-cycle-aside-canada-earns-its-infamy-as-a-haven-for/
488,2020-09-01,"Italy readies sale of Monte dei Paschi di Siena stake, source says",Globe,https://www.theglobeandmail.com/business/international-business/article-italy-readies-sale-of-monte-dei-paschi-di-siena-stake-source-says/
489,2020-09-01,Samsung’s Jay Y. Lee indicted in South Korea on allegations linked to 2015 merger,Globe,https://www.theglobeandmail.com/business/international-business/article-samsungs-jay-y-lee-indicted-in-south-korea-on-allegations-linked-to/
490,2020-09-01,Losses on Alberta oil-by-rail deal prompt questions ,Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-losses-on-alberta-oil-by-rail-deal-prompt-questions/
491,2020-09-01,Canadian factory sector growth jumps to 2-year high in August,Globe,https://www.theglobeandmail.com/business/economy/article-canadian-factory-sector-growth-jumps-to-2-year-high-in-august/
492,2020-09-01,U.S. manufacturing activity at 19-month high in August,Globe,https://www.theglobeandmail.com/business/international-business/us-business/article-us-manufacturing-activity-at-19-month-high-in-august/
493,2020-09-01,Election-cycle politics will not solve Canada’s economic crisis of a generation,Globe,https://www.theglobeandmail.com/business/commentary/article-election-cycle-politics-will-not-solve-canadas-economic-crisis-of-a/
494,2020-09-01,"David Clement: First a free lunch, then a freed-up lunch",National_Post,https://financialpost.com/opinion/david-clement-first-a-free-lunch-then-a-freed-up-lunch/wcm/f79cebed-e63c-4987-ba87-59e2b398b03f/
495,2020-09-01,"Low oil prices, COVID-19 predicted to cause dip in migration to Alberta",Edmonton_Journal,https://edmontonjournal.com/category/business/
496,2020-09-01,Putin and Lukashenko: two sides of same misgovernance coin,Hilltimes,https://www.hilltimes.com/2020/08/31/putin-and-lukashenko-two-sides-of-same-misgovernance-coin/261923
497,2020-09-01,Lawsuit says McDonald's discriminates against Black franchisees,National_Post,https://financialpost.com
498,2020-09-01,"Caremongering started at home, but it shouldn’t end here",Hilltimes,https://www.hilltimes.com/2020/08/31/caremongering-started-at-home-but-it-shouldnt-end-here-2/261905
499,2020-09-01,William Watson: Not a good time for the Fed to be adding fog,National_Post,https://financialpost.com
500,2020-09-01,"BHP CEO eyes pivot to potash, but Nutrien chief warns new mines make 'no sense'",National_Post,https://financialpost.com
501,2020-09-01, – The United States can explore several approaches beyond polymerase-chain-reaction testing when considering a complete COVID-19-monitoring... ,Mckinsey,https://www.mckinsey.com/industries/public-and-social-sector/our-insights/shifting-focus-to-a-comprehensive-covid-19-monitoring-infrastructure
502,2020-09-01,BlackBerry shareholder asks regulators to order vote on refinancing that could allow Fairfax to take control,Globe,https://www.theglobeandmail.com/business/article-blackberry-shareholder-asks-regulators-to-order-vote-on-refinancing/
503,2020-09-01,China central bank says it will improve benchmark interest rate system,Globe,https://www.theglobeandmail.com/business/international-business/asia-pacific-business/article-china-central-bank-says-it-will-improve-benchmark-interest-rate-system/
504,2020-09-01,Pfizer says COVID-19 vaccine trial has 'robust immune response',Globe,https://www.theglobeandmail.com/business/video-pfizer-says-covid-19-vaccine-trial-has-robust-immune-response/
505,2020-09-01,Tenet arrives right on time for Princess Theatre as Calgary's Plaza closes,Edmonton_Journal,https://edmontonjournal.com/business/local-business/tenet-arrives-right-on-time-for-princess-theatre-as-calgarys-plaza-closes/wcm/9bd05dca-429e-4752-b9ed-638f79ba96ae/
506,2020-09-01,"Navarro’s comments stung, but they weren’t untrue",Hilltimes,https://www.hilltimes.com/2020/09/02/navarros-comments-stung-but-they-werent-untrue/261954
507,2020-09-01,Amazon wins U.S. FAA approval to deliver packages by drone,Globe,https://www.theglobeandmail.com/business/technology/article-amazon-wins-us-faa-approval-to-deliver-packages-by-drone/
508,2020-09-01,Facebook threatens to block news sharing in Australia if new regulations become law,Globe,https://www.theglobeandmail.com/world/article-facebook-threatens-to-block-news-sharing-in-australia-if-new/
509,2020-09-01,"Tesla launches $5-billion capital raise, tapping in on share surge",Globe,https://www.theglobeandmail.com/business/international-business/us-business/article-tesla-says-it-plans-to-raise-up-to-5-billion-through-share-offering/
510,2020-09-01,U.S. manufacturing activity at nearly two-year high; new orders accelerate,Globe,https://www.theglobeandmail.com/business/international-business/us-business/article-us-manufacturing-activity-at-19-month-high-in-august/
511,2020-09-01,Eurozone unemployment capped by support programs - for now,Globe,https://www.theglobeandmail.com/business/international-business/european-business/article-eurozone-unemployment-capped-by-support-programs-for-now/
512,2020-09-01,"Oil rises on strong factory activity, crude drawdown forecast",Globe,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-oil-prices-lifted-by-weaker-dollar-and-soaring-equities/
513,2020-09-01,Nike sneakers and Lululemon pants: Stars of the new pandemic economy,Globe,https://www.theglobeandmail.com/business/video-nike-sneakers-and-lululemon-pants-stars-of-the-new-pandemic-economy/
514,2020-09-01,Facebook's ultimatum will block Australians' news,Globe,https://www.theglobeandmail.com/business/technology/video-facebooks-ultimatum-will-block-australians-news/
